PerNo,PerStatus,sex,だ摸,戮单,紅跋絏,恨瞶糷,戈菌1,戈菌2,戈菌3,戈菌4,戈菌5,盡计,盡羆计,讽玡盡à︹,疭盡ゑ,翴,癡絤计A,癡絤计B,癡絤计C,ネ玻羆肂,篴臕计,琌ど綞,ど綞硉,る叫安计A,叫安计A,る叫安计B,叫安计B,畉计A,畉计B,畉栋い,罿单A,罿单B,罿单C,闹糷,盉猵,戈糷A,戈糷B,戈糷C,ヴ戮玡キА计,拨穨╰摸,膊妮秖,硄对Θセ,耴妮场,PerStatus,sex,だ摸,戮单,紅跋絏,恨瞶糷,戈菌1,戈菌2,戈菌3,戈菌4,戈菌5,盡计,盡羆计,讽玡盡à︹,疭盡ゑ,翴,癡絤计A,癡絤计B,癡絤计C,ネ玻羆肂,篴臕计,琌ど綞,ど綞硉,る叫安计A,叫安计A,る叫安计B,叫安计B,畉计A,畉计B,畉栋い,罿单A,罿单B,罿单C,闹糷,盉猵,戈糷A,戈糷B,戈糷C,ヴ戮玡キА计,拨穨╰摸,膊妮秖,硄对Θセ,耴妮场,痁计,畉计A,畉计B,叫安计A,叫安计B,痁计,畉计A,畉计B,叫安计A,叫安计B,痁计,畉计A,畉计B,叫安计A,叫安计B,痁计,畉计A,畉计B,叫安计A,叫安计B,痁计,畉计A,畉计B,叫安计A,叫安计B,痁计,畉计A,畉计B,叫安计A,叫安计B,痁计,畉计A,畉计B,叫安计A,叫安计B,痁计,畉计A,畉计B,叫安计A,叫安计B
2075.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,5.0,6.0,2.0,3.0,3.0,0.0,0.0,6.0,0.0,8.0,20127.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,6.0,2.0,3.0,3.0,0.0,0.0,6.0,0.0,8.0,20127.0,0,0,0,4,0,0,0,0,3,0,0,0,0,2,0,0,0,0,4,0,0,0,0,9,0,1,0,0,4,0,3,0,0,1,0,0,0,0,11,0
4615.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,5.0,0.0,11.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,5.0,11.0,1.0,1.0,1.0,0.0,2.0,10.0,4.0,2.0,12.0,1.0,6.0,6.0,0.0,0.0,9.0,1.0,10.0,14195.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,11.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,5.0,10.0,0.0,0.0,2.0,0.0,5.0,10.0,7.0,5.0,11.0,1.0,6.0,6.0,0.0,0.0,9.0,1.0,10.0,14195.0,0,2,0,5,0,0,1,0,6,0,1,1,0,3,0,1,2,0,5,2,0,1,0,7,0,1,2,0,5,0,1,1,0,11,0,1,2,0,9,0
8660.0,0.0,0.0,1.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,3.0,10.0,1.0,0.0,3.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,2.0,10.0,1.0,6.0,6.0,1.0,1.0,8.0,2.0,8.0,10008.0,0.0,0.0,1.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,2.0,0.0,1.0,10.0,1.0,0.0,3.0,3.0,6.0,0.0,1.0,1.0,0.0,0.0,10.0,2.0,5.0,10.0,1.0,6.0,6.0,1.0,1.0,8.0,2.0,8.0,10008.0,1,0,0,4,0,0,0,0,1,0,0,1,0,3,0,0,0,0,2,0,0,0,0,5,3,12,0,0,1,3,1,1,0,7,0,1,0,0,5,0
8448.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,1.0,6.0,0.0,0.0,3.0,14.0,0.0,0.0,2.0,2.0,8.0,0.0,0.0,3.0,0.0,4.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,0.0,1.0,3.0,0.0,6.0,14195.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,17.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,3.0,1.0,5.0,1.0,8.0,4.0,4.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,6.0,14195.0,0,2,0,4,0,1,2,0,4,0,2,3,0,2,0,6,5,0,2,0,1,4,0,4,0,1,3,0,7,0,1,4,0,3,0,4,3,1,1,0
6883.0,0.0,1.0,1.0,2.0,19.0,4.0,0.0,1.0,0.0,1.0,0.0,23.0,5.0,1.0,2.0,6.0,1.0,2.0,2.0,13.0,2.0,0.0,3.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,7.0,1.0,5.0,10.0,1.0,5.0,3.0,4.0,2.0,8.0,1.0,8.0,19043.0,0.0,1.0,1.0,2.0,19.0,4.0,0.0,1.0,0.0,1.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,17.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,7.0,4.0,5.0,9.0,1.0,5.0,3.0,4.0,2.0,8.0,1.0,8.0,19043.0,0,1,1,0,0,0,1,1,2,0,0,2,0,7,0,0,1,0,7,0,0,0,0,1,0,0,1,0,1,0,0,1,0,4,0,0,1,0,4,0
4562.0,0.0,1.0,2.0,2.0,10.0,3.0,0.0,0.0,0.0,1.0,1.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,8.0,1.0,5.0,5.0,0.0,0.0,6.0,2.0,8.0,10155.0,0.0,1.0,1.0,3.0,10.0,2.0,0.0,0.0,0.0,1.0,1.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,4.0,8.0,1.0,4.0,4.0,0.0,0.0,6.0,2.0,8.0,10155.0,0,0,0,2,0,0,0,0,3,0,0,0,0,9,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0
8332.0,0.0,0.0,2.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,9.0,5.0,11.0,1.0,8.0,8.0,0.0,1.0,9.0,1.0,8.0,13049.0,0.0,0.0,2.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,4.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,5.0,11.0,1.0,7.0,7.0,0.0,1.0,9.0,1.0,8.0,13049.0,0,0,0,2,0,0,1,0,2,0,0,1,0,3,0,0,1,0,3,0,0,0,0,4,0,0,1,0,5,0,0,0,0,4,0,0,0,0,8,0
1910.0,0.0,1.0,1.0,3.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,4.0,1.0,1.0,5.0,0.0,2.0,5.0,17.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,4.0,1.0,2.0,6.0,2.0,2.0,8.0,1.0,4.0,2.0,5.0,2.0,2.0,1.0,8.0,16120.0,0.0,1.0,1.0,3.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,5.0,1.0,1.0,5.0,0.0,4.0,3.0,1.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,4.0,1.0,2.0,6.0,5.0,2.0,8.0,1.0,4.0,2.0,5.0,2.0,2.0,1.0,8.0,16120.0,0,3,0,0,0,0,5,1,0,0,1,6,0,4,0,0,5,1,2,0,0,3,2,4,0,0,4,0,2,0,1,6,1,0,0,0,6,1,10,0
1072.0,0.0,0.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,8.0,1.0,4.0,3.0,3.0,1.0,5.0,1.0,8.0,13147.0,0.0,0.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,8.0,1.0,4.0,2.0,3.0,1.0,5.0,1.0,8.0,13147.0,1,1,0,4,0,3,1,0,7,0,5,1,0,1,0,4,2,0,5,0,5,1,0,2,0,5,1,0,2,0,4,0,0,4,0,7,1,0,2,0
2039.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,1.0,6.0,0.0,0.0,2.0,6.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,5.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,8.0,20127.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,5.0,6.0,1.0,0.0,4.0,7.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,4.0,5.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,8.0,20127.0,0,0,0,10,0,0,1,0,8,0,2,1,0,5,0,1,1,0,1,0,1,0,0,5,0,4,1,0,4,0,6,1,0,0,0,0,0,0,0,0
5451.0,0.0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,7.0,3.0,2.0,12.0,1.0,5.0,2.0,5.0,1.0,8.0,2.0,8.0,14067.0,0.0,1.0,1.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,12.0,1.0,5.0,2.0,5.0,1.0,8.0,2.0,8.0,14067.0,0,1,0,1,0,0,1,0,1,0,0,1,0,3,0,0,1,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,7,0,0,0,0,6,0
8422.0,0.0,1.0,1.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,5.0,0.0,2.0,1.0,11.0,0.0,0.0,1.0,3.0,5.0,0.0,0.0,2.0,1.0,2.0,6.0,1.0,4.0,8.0,1.0,4.0,4.0,0.0,0.0,8.0,3.0,8.0,8145.0,0.0,1.0,1.0,2.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,13.0,0.0,1.0,1.0,4.0,6.0,0.0,0.0,2.0,0.0,1.0,6.0,1.0,4.0,7.0,1.0,4.0,4.0,0.0,0.0,8.0,3.0,8.0,8145.0,0,2,0,4,0,0,2,1,1,0,0,1,2,4,0,0,2,1,4,0,0,2,0,3,0,0,2,0,1,0,0,3,0,2,0,0,2,0,4,0
4403.0,0.0,0.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0,1.0,10.0,1.0,4.0,5.0,1.0,3.0,2.0,1.0,1.0,8.0,2.0,8.0,8145.0,0.0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,5.0,1.0,2.0,2.0,1.0,1.0,8.0,2.0,8.0,8145.0,0,0,2,1,0,0,1,0,3,0,3,2,0,5,0,2,2,0,5,0,1,1,0,2,0,3,1,0,2,0,3,1,0,3,0,8,1,0,3,0
979.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,13.0,6.0,1.0,0.0,1.0,9.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,5.0,6.0,1.0,3.0,2.0,2.0,2.0,8.0,1.0,8.0,2197.0,0.0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,9.0,6.0,1.0,0.0,2.0,12.0,0.0,0.0,3.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,8.0,1.0,8.0,2197.0,0,0,0,5,0,0,0,0,3,0,0,1,0,7,0,0,0,0,4,0,0,1,0,2,0,0,0,0,5,0,0,1,0,3,0,0,1,0,3,0
1783.0,0.0,1.0,1.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,1.0,1.0,6.0,1.0,0.0,1.0,9.0,1.0,0.0,2.0,3.0,6.0,0.0,0.0,6.0,0.0,6.0,6.0,1.0,4.0,8.0,1.0,3.0,3.0,0.0,0.0,3.0,2.0,8.0,14048.0,0.0,1.0,1.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,2.0,6.0,0.0,0.0,3.0,10.0,1.0,0.0,1.0,4.0,6.0,0.0,0.0,6.0,1.0,3.0,2.0,1.0,4.0,8.0,1.0,3.0,3.0,0.0,0.0,3.0,1.0,8.0,14048.0,2,6,0,7,0,0,6,0,1,0,0,6,0,4,0,3,8,0,5,0,0,4,0,2,0,0,7,0,1,0,0,8,0,3,0,1,7,1,3,0
7526.0,0.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,23.0,5.0,1.0,1.0,5.0,1.0,2.0,2.0,7.0,1.0,0.0,2.0,4.0,5.0,0.0,0.0,4.0,1.0,1.0,6.0,9.0,5.0,12.0,1.0,7.0,6.0,2.0,1.0,1.0,1.0,8.0,2197.0,0.0,0.0,1.0,3.0,2.0,6.0,0.0,0.0,0.0,1.0,0.0,23.0,4.0,1.0,1.0,6.0,3.0,4.0,2.0,7.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,3.0,1.0,1.0,6.0,1.0,5.0,11.0,1.0,7.0,6.0,2.0,1.0,1.0,1.0,8.0,2197.0,0,3,0,2,0,0,5,0,1,0,0,5,2,1,0,0,4,1,3,0,0,3,0,2,0,0,2,0,4,0,0,2,2,3,0,0,3,0,2,0
4884.0,1.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,3.0,6.0,2.0,2.0,2.0,1.0,1.0,6.0,0.0,8.0,20127.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,1.0,1.0,6.0,0.0,8.0,20127.0,0,1,0,3,0,0,1,0,1,0,0,2,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,0,6,0,0,0,0,6,0,2,1,0,3,0
4126.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,2.0,6.0,0.0,0.0,3.0,0.0,5.0,1.0,8.0,5.0,11.0,1.0,5.0,5.0,1.0,1.0,3.0,1.0,8.0,14195.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,6.0,1.0,0.0,6.0,1.0,6.0,0.0,0.0,2.0,0.0,4.0,1.0,1.0,5.0,10.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,8.0,14195.0,0,4,0,5,0,0,3,0,5,0,0,2,0,3,0,0,3,0,3,0,0,2,0,4,0,0,3,0,3,0,0,3,0,1,0,0,2,0,1,0
3515.0,0.0,0.0,2.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,2.0,12.0,1.0,8.0,7.0,2.0,2.0,9.0,2.0,8.0,8117.0,0.0,0.0,2.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,3.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,7.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,2.0,11.0,1.0,8.0,7.0,2.0,2.0,9.0,2.0,8.0,8117.0,0,1,0,2,0,0,0,0,2,0,0,1,0,7,0,0,1,0,5,0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,2,0
8036.0,0.0,0.0,2.0,2.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,1.0,1.0,6.0,0.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,6.0,1.0,2.0,6.0,1.0,4.0,7.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,8.0,17112.0,0.0,0.0,1.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,1.0,1.0,6.0,2.0,0.0,1.0,9.0,1.0,0.0,2.0,1.0,6.0,0.0,0.0,5.0,1.0,3.0,2.0,1.0,4.0,7.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,8.0,17112.0,0,5,2,4,0,0,8,0,2,0,0,8,0,7,0,0,6,2,4,0,0,4,0,2,0,0,5,1,1,0,0,5,0,7,0,0,7,2,1,0
3950.0,0.0,1.0,1.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,2.0,6.0,1.0,1.0,1.0,5.0,6.0,0.0,0.0,2.0,1.0,3.0,2.0,8.0,4.0,5.0,2.0,2.0,2.0,1.0,0.0,5.0,0.0,8.0,20019.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,1.0,3.0,2.0,1.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,10.0,4.0,5.0,2.0,2.0,1.0,1.0,0.0,5.0,0.0,8.0,20019.0,2,2,2,2,0,4,3,0,2,0,3,1,0,3,0,6,2,0,9,0,1,1,0,1,0,7,1,0,1,0,6,1,0,2,0,11,1,1,5,0
498.0,0.0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,8.0,2058.0,0.0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,7.0,1.0,0.0,2.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,7.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,8.0,2058.0,0,0,0,3,0,0,0,0,1,0,0,0,0,6,0,0,1,0,6,0,0,0,0,2,0,2,1,0,1,0,0,0,0,2,0,0,1,0,4,0
6637.0,0.0,1.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,2.0,0.0,4.0,10.0,1.0,5.0,7.0,1.0,3.0,2.0,2.0,1.0,7.0,3.0,9.0,8181.0,0.0,1.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,2.0,1.0,4.0,10.0,1.0,5.0,7.0,1.0,3.0,2.0,2.0,1.0,7.0,3.0,9.0,8181.0,1,1,0,6,0,1,4,0,2,0,3,2,0,4,0,4,3,0,5,0,0,1,2,1,0,1,3,0,2,0,0,2,0,4,0,0,3,0,2,0
6893.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,3.0,0.0,0.0,1.0,13.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,2.0,5.0,1.0,2.0,2.0,1.0,0.0,5.0,0.0,8.0,20017.0,0.0,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,5.0,5.0,1.0,2.0,2.0,1.0,0.0,5.0,0.0,8.0,20017.0,0,1,0,4,0,0,1,0,1,0,0,0,0,3,0,0,1,0,1,0,0,1,0,3,0,0,1,0,3,0,0,1,0,3,0,0,1,0,8,0
1832.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,4.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,9.0,2058.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,2.0,10.0,1.0,5.0,5.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,9.0,2058.0,0,0,0,2,0,0,1,0,4,0,0,1,0,3,0,0,1,0,2,0,0,1,0,5,0,0,1,0,1,0,0,1,0,5,0,0,1,0,6,0
4648.0,0.0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,5.0,0.0,0.0,2.0,14.0,0.0,0.0,6.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,8.0,1.0,4.0,4.0,0.0,1.0,8.0,2.0,8.0,8012.0,0.0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,5.0,1.0,5.0,0.0,0.0,1.0,18.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,1.0,4.0,8.0,1.0,4.0,4.0,0.0,1.0,8.0,2.0,8.0,8012.0,0,1,0,2,0,0,1,0,2,0,0,1,0,3,0,0,1,0,3,0,0,1,0,4,0,0,1,0,2,0,0,3,0,4,0,0,1,0,7,0
1489.0,0.0,0.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,6.0,0.0,0.0,2.0,1.0,2.0,10.0,7.0,2.0,11.0,1.0,7.0,7.0,0.0,1.0,5.0,1.0,8.0,4010.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0,1,0,1,0,0,1,0,3,0,0,1,0,5,0,0,3,1,1,0,0,1,0,4,0,0,1,0,5,0,0,3,0,4,0,0,3,0,5,0
5906.0,0.0,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,6.0,1.0,8.0,20019.0,0.0,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,1.0,0.0,6.0,0.0,1.0,3.0,17.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,1.0,0.0,5.0,6.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,0.0,8.0,20019.0,1,0,0,2,0,2,1,0,5,0,2,0,0,3,0,0,1,0,7,0,0,0,0,1,0,0,1,0,1,0,0,1,2,2,0,0,0,0,4,0
426.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,5.0,5.0,4.0,6.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,6.0,0.0,1.0,10.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,8.0,13151.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,3.0,6.0,1.0,1.0,1.0,2.0,6.0,0.0,0.0,3.0,0.0,2.0,10.0,1.0,5.0,4.0,2.0,2.0,2.0,0.0,0.0,3.0,0.0,8.0,13151.0,6,8,0,1,0,9,9,0,4,0,4,4,0,4,0,15,5,0,2,0,1,2,0,5,0,0,3,0,3,0,1,3,0,6,0,2,4,0,3,0
6482.0,0.0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,5.0,9.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,11.0,0.0,0.0,4.0,0.0,1.0,1.0,4.0,2.0,13.0,1.0,8.0,8.0,1.0,1.0,4.0,1.0,7.0,14048.0,0.0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,5.0,7.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,11.0,0.0,0.0,4.0,0.0,1.0,10.0,4.0,2.0,12.0,1.0,8.0,8.0,1.0,1.0,4.0,1.0,7.0,14048.0,1,4,0,5,0,3,7,0,3,0,0,4,0,6,0,2,5,0,4,0,0,2,0,11,0,2,6,0,11,0,0,3,0,8,0,2,6,0,4,0
