PerNo,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,畢業科系類別,眷屬量,通勤成本,歸屬部門,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,畢業科系類別,眷屬量,通勤成本,歸屬部門,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B,加班數,出差數A,出差數B,請假數A,請假數B
4405.0,0.0,0.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,5.0,0.0,8.0,14193.0,0.0,0.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,9.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,8.0,14193.0,0,1,0,3,0,0,2,0,2,0,0,1,0,4,0,0,0,0,3,0,0,1,0,5,0,0,1,1,12,0,0,1,0,1,0,0,1,1,6,0
3975.0,0.0,1.0,1.0,2.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,1.0,6.0,1.0,1.0,4.0,29.0,2.0,0.0,4.0,6.0,6.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,4.0,11.0,1.0,4.0,4.0,1.0,1.0,8.0,1.0,8.0,14053.0,0.0,1.0,1.0,2.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,6.0,0.0,1.0,1.0,29.0,2.0,0.0,3.0,4.0,6.0,0.0,0.0,3.0,1.0,2.0,3.0,1.0,4.0,10.0,1.0,4.0,4.0,1.0,1.0,8.0,0.0,8.0,14053.0,0,4,1,2,0,0,3,0,1,0,0,4,1,1,0,0,3,2,6,0,0,3,0,4,0,0,4,2,1,0,0,4,0,5,0,0,3,0,7,0
475.0,0.0,0.0,1.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,5.0,0.0,0.0,3.0,17.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,12.0,1.0,7.0,6.0,1.0,1.0,3.0,0.0,8.0,16070.0,0.0,0.0,1.0,1.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,5.0,0.0,0.0,5.0,22.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,12.0,1.0,7.0,6.0,1.0,1.0,3.0,0.0,8.0,16070.0,1,1,0,2,0,0,1,0,2,0,1,1,0,1,0,0,1,0,4,0,0,0,0,4,0,2,0,0,2,0,0,0,0,1,0,0,0,0,10,0
6636.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,5.0,1.0,0.0,2.0,29.0,1.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,2.0,9.0,1.0,5.0,4.0,2.0,1.0,2.0,2.0,8.0,2197.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,1.0,0.0,2.0,22.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,5.0,9.0,2.0,9.0,1.0,5.0,4.0,2.0,1.0,2.0,2.0,8.0,2197.0,0,0,0,2,0,0,1,0,1,0,0,1,0,1,0,0,1,0,5,0,0,0,0,3,0,0,1,1,3,0,0,1,0,6,0,0,1,0,4,0
1771.0,0.0,1.0,1.0,2.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,1.0,6.0,0.0,0.0,1.0,33.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,3.0,0.0,2.0,6.0,1.0,5.0,7.0,2.0,2.0,2.0,0.0,0.0,8.0,0.0,8.0,14053.0,0.0,1.0,1.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,34.0,0.0,0.0,2.0,7.0,6.0,0.0,0.0,3.0,0.0,3.0,6.0,1.0,5.0,6.0,2.0,2.0,2.0,0.0,0.0,8.0,0.0,12.0,14053.0,0,4,0,3,0,0,3,0,2,0,0,3,0,3,0,0,3,0,3,0,0,3,0,1,0,0,3,0,0,0,0,3,0,2,0,0,4,0,13,0
5250.0,0.0,0.0,2.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,2.0,7.0,1.0,4.0,4.0,1.0,1.0,9.0,3.0,8.0,13087.0,0.0,0.0,2.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,2.0,2.0,0.0,4.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,2.0,7.0,1.0,4.0,3.0,1.0,1.0,9.0,3.0,8.0,13087.0,1,1,0,2,0,0,0,0,6,0,0,1,0,4,0,5,1,0,4,0,2,1,0,2,0,1,1,0,3,0,0,1,0,4,0,1,0,0,1,0
4879.0,0.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,5.0,3.0,3.0,0.0,0.0,1.0,12.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0,2.0,0.0,1.0,5.0,8.0,5.0,6.0,1.0,3.0,3.0,0.0,0.0,8.0,1.0,8.0,8126.0,0.0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,4.0,5.0,2.0,3.0,0.0,0.0,2.0,11.0,0.0,0.0,4.0,6.0,6.0,0.0,0.0,2.0,0.0,1.0,5.0,7.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,8.0,1.0,8.0,8126.0,1,2,0,1,0,1,2,0,1,0,0,2,0,3,0,0,2,0,5,0,0,1,0,3,0,0,1,0,1,0,0,2,0,3,0,0,3,0,11,0
2629.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,2.0,6.0,2.0,3.0,3.0,0.0,0.0,5.0,0.0,8.0,20123.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,1.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,6.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,2.0,5.0,2.0,2.0,2.0,0.0,0.0,5.0,0.0,8.0,20123.0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,0,4,0,12,1,0,0,0,11,1,0,1,0,4,1,0,2,0,1,0,0,11,0
8119.0,0.0,1.0,1.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,1.0,23.0,3.0,1.0,1.0,6.0,2.0,4.0,1.0,8.0,1.0,0.0,8.0,2.0,4.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,5.0,12.0,1.0,7.0,7.0,0.0,0.0,8.0,2.0,8.0,8206.0,0.0,1.0,1.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,0.0,5.0,0.0,0.0,1.0,8.0,1.0,0.0,7.0,10.0,8.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,5.0,12.0,1.0,7.0,7.0,0.0,0.0,8.0,2.0,8.0,8139.0,0,1,0,2,0,0,0,1,4,0,0,1,1,0,0,0,1,1,3,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,10,0
4309.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,1.0,6.0,0.0,0.0,5.0,8.0,0.0,0.0,2.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,5.0,6.0,1.0,4.0,3.0,1.0,1.0,8.0,3.0,8.0,2058.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,6.0,0.0,0.0,3.0,7.0,1.0,0.0,2.0,5.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,6.0,1.0,3.0,3.0,1.0,1.0,8.0,3.0,8.0,2058.0,0,0,0,5,0,0,1,0,7,0,0,0,0,10,0,0,1,0,6,0,0,0,0,4,0,0,0,0,3,0,1,1,0,5,0,0,1,0,4,0
3269.0,0.0,0.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,1.0,0.0,2.0,5.0,5.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,8.0,14040.0,0.0,0.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,7.0,0.0,0.0,1.0,0.0,2.0,5.0,10.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,8.0,14040.0,0,1,0,2,0,0,1,0,4,0,0,1,0,3,0,1,0,0,2,0,0,0,0,6,0,0,1,0,5,0,0,2,0,4,0,0,1,0,2,0
6224.0,0.0,1.0,1.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,4.0,0.0,6.0,6.0,1.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,7.0,2.0,8.0,14195.0,0.0,1.0,1.0,3.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,2.0,6.0,0.0,0.0,6.0,0.0,5.0,6.0,1.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,7.0,2.0,8.0,14195.0,0,5,0,4,0,0,5,0,4,0,0,5,0,10,0,4,4,0,2,0,0,5,0,6,0,0,6,0,2,0,0,7,0,0,0,0,7,0,2,0
2034.0,0.0,1.0,1.0,2.0,10.0,2.0,0.0,1.0,0.0,0.0,0.0,22.0,2.0,1.0,1.0,6.0,0.0,2.0,1.0,63.0,4.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,4.0,8.0,1.0,4.0,2.0,4.0,1.0,8.0,1.0,8.0,10008.0,0.0,1.0,1.0,2.0,10.0,4.0,0.0,1.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,2.0,3.0,74.0,5.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,5.0,8.0,1.0,4.0,2.0,4.0,1.0,8.0,1.0,8.0,10008.0,0,1,1,2,0,0,0,0,3,0,0,0,0,10,0,0,0,0,2,0,0,0,0,1,0,0,0,2,1,0,0,1,0,5,0,0,0,1,2,0
1466.0,0.0,0.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,7.0,5.0,7.0,2.0,4.0,4.0,0.0,0.0,5.0,1.0,8.0,20071.0,0.0,0.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,5.0,7.0,2.0,4.0,4.0,0.0,0.0,5.0,1.0,8.0,20071.0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6,0,0,1,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,8,0
8086.0,0.0,0.0,2.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,5.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,5.0,10.0,1.0,7.0,6.0,1.0,1.0,9.0,1.0,8.0,14195.0,0.0,0.0,2.0,4.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,10.0,1.0,6.0,6.0,1.0,1.0,9.0,1.0,8.0,14195.0,0,1,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,2,0,0,0,0,5,0,0,0,0,4,0,0,0,0,7,0,3,0,0,1,0
5899.0,0.0,0.0,2.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,5.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,5.0,10.0,1.0,4.0,4.0,2.0,1.0,9.0,2.0,8.0,8117.0,0.0,0.0,2.0,4.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,5.0,10.0,1.0,4.0,3.0,2.0,1.0,9.0,1.0,8.0,8117.0,0,1,0,2,0,0,1,0,2,0,0,0,0,4,0,0,1,0,9,0,0,1,0,2,0,0,0,0,2,0,0,1,0,3,0,0,1,0,3,0
3585.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,3.0,0.0,7.0,1.0,5.0,5.0,10.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,7.0,14195.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,2.0,10.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,7.0,14195.0,0,3,0,2,0,2,4,0,2,0,0,4,0,4,0,0,2,0,2,0,1,1,0,2,0,0,3,0,3,0,1,2,0,6,0,0,2,0,7,0
6353.0,1.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,7.0,1.0,2.0,1.0,2.0,0.0,5.0,0.0,9.0,20192.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,6.0,1.0,2.0,1.0,2.0,0.0,5.0,0.0,8.0,20071.0,0,1,0,3,0,0,1,0,11,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,3,0
3163.0,0.0,1.0,1.0,3.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,6.0,0.0,4.0,1.0,19.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,2.0,1.0,3.0,2.0,9.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,6.0,20037.0,0.0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,0.0,6.0,0.0,2.0,1.0,17.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,5.0,0.0,6.0,20037.0,13,2,3,5,0,15,2,0,2,0,15,3,0,2,0,15,2,2,6,0,2,0,0,3,0,10,1,1,1,0,4,1,0,0,0,11,2,0,1,0
7874.0,0.0,1.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,1.0,2.0,5.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,3.0,0.0,1.0,2.0,8.0,5.0,9.0,1.0,4.0,4.0,0.0,1.0,3.0,2.0,7.0,16086.0,0.0,1.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,5.0,0.0,0.0,1.0,10.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,2.0,0.0,1.0,2.0,8.0,5.0,9.0,1.0,4.0,4.0,0.0,1.0,3.0,2.0,7.0,16086.0,0,3,0,1,0,0,2,0,2,0,2,3,0,1,0,5,5,0,5,0,0,0,0,3,0,0,1,0,1,0,0,2,0,1,0,0,4,0,4,0
5532.0,0.0,0.0,1.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,2.0,12.0,1.0,7.0,5.0,4.0,2.0,4.0,1.0,8.0,19166.0,0.0,0.0,1.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,12.0,1.0,7.0,5.0,4.0,2.0,4.0,1.0,8.0,19166.0,0,0,0,7,0,0,0,0,5,0,1,0,0,2,0,4,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,1,0
229.0,1.0,1.0,1.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,22.0,2.0,0.0,1.0,4.0,7.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,5.0,7.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,9.0,13159.0,0.0,1.0,1.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,1.0,2.0,6.0,0.0,0.0,4.0,23.0,2.0,1.0,1.0,2.0,7.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,5.0,7.0,1.0,2.0,2.0,0.0,0.0,3.0,1.0,9.0,13151.0,0,1,0,2,0,0,1,0,3,0,0,1,1,3,0,0,1,0,4,0,0,1,0,6,0,1,1,0,7,0,0,2,0,5,0,0,2,0,3,0
2259.0,0.0,0.0,2.0,4.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,3.0,2.0,9.0,1.0,1.0,4.0,7.0,1.0,3.0,3.0,1.0,1.0,9.0,2.0,9.0,20192.0,0.0,0.0,2.0,4.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,11.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,4.0,5.0,0.0,0.0,6.0,1.0,8.0,10.0,4.0,4.0,6.0,1.0,3.0,3.0,1.0,1.0,9.0,2.0,9.0,20192.0,0,4,2,5,0,1,4,2,4,0,1,4,0,4,0,0,4,2,5,0,0,6,0,2,0,2,6,2,1,0,0,8,0,1,0,1,5,2,4,0
4297.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,8.0,0.0,0.0,7.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,5.0,2.0,13.0,1.0,8.0,5.0,4.0,2.0,6.0,1.0,8.0,14040.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,6.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,2.0,12.0,1.0,7.0,5.0,4.0,2.0,6.0,1.0,8.0,14040.0,0,1,0,5,0,0,2,0,3,0,0,1,0,3,0,0,1,0,5,0,0,1,0,1,0,0,1,0,2,0,0,1,0,1,0,0,1,0,5,0
1935.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,0.0,6.0,2.0,0.0,4.0,1.0,0.0,1.0,1.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,9.0,1.0,5.0,4.0,1.0,1.0,8.0,0.0,8.0,2197.0,0.0,0.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,0.0,6.0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,4.0,9.0,1.0,4.0,4.0,1.0,1.0,8.0,0.0,8.0,2197.0,0,1,0,1,0,0,1,0,1,0,0,1,0,3,0,0,1,1,3,0,1,1,0,5,0,1,2,0,1,0,0,1,0,2,0,0,1,1,3,0
4898.0,0.0,1.0,1.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,5.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,4.0,0.0,2.0,6.0,1.0,5.0,7.0,1.0,4.0,4.0,0.0,0.0,3.0,1.0,8.0,13147.0,0.0,1.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,14.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,7.0,6.0,0.0,0.0,2.0,0.0,3.0,2.0,1.0,4.0,7.0,1.0,4.0,4.0,0.0,0.0,3.0,1.0,8.0,13147.0,0,3,0,0,0,0,4,0,3,0,0,5,0,2,0,0,4,0,4,0,0,2,0,0,0,0,3,0,1,0,0,3,0,3,0,0,2,0,12,0
4440.0,0.0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,3.0,1.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,6.0,6.0,0.0,0.0,6.0,0.0,5.0,5.0,5.0,2.0,8.0,2.0,4.0,3.0,2.0,0.0,7.0,0.0,8.0,14077.0,0.0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,3.0,0.0,4.0,5.0,5.0,2.0,7.0,2.0,3.0,3.0,2.0,0.0,7.0,0.0,8.0,14077.0,3,5,0,1,0,7,7,0,2,0,8,7,0,2,0,8,7,0,6,0,4,1,0,3,0,3,3,0,3,0,2,5,0,7,0,3,4,0,6,0
3041.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,2.0,6.0,0.0,0.0,1.0,10.0,2.0,0.0,2.0,3.0,7.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,5.0,9.0,1.0,4.0,1.0,6.0,2.0,3.0,0.0,8.0,13151.0,0.0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,1.0,6.0,0.0,0.0,1.0,12.0,1.0,0.0,2.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,5.0,9.0,1.0,4.0,1.0,6.0,2.0,3.0,0.0,8.0,13151.0,0,2,0,3,0,0,1,0,5,0,0,2,0,4,0,2,3,0,6,0,0,1,0,2,0,0,2,0,1,0,0,1,0,4,0,1,2,0,3,0
8271.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,11.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,3.0,1.0,6.0,1.0,8.0,5.0,8.0,1.0,2.0,2.0,0.0,0.0,7.0,2.0,10.0,14048.0,0.0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,11.0,0.0,0.0,1.0,7.0,0.0,0.0,3.0,7.0,6.0,0.0,0.0,3.0,0.0,4.0,1.0,7.0,2.0,8.0,1.0,2.0,2.0,0.0,0.0,7.0,2.0,10.0,14048.0,1,3,0,2,0,1,3,0,1,0,4,4,2,4,0,2,5,0,3,0,1,2,0,1,0,2,3,0,2,0,2,3,0,0,0,1,4,0,13,0
7574.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,6.0,0.0,1.0,5.0,1.0,2.0,8.0,2.0,3.0,3.0,1.0,2.0,3.0,0.0,8.0,8142.0,0.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,3.0,0.0,1.0,5.0,0.0,0.0,4.0,3.0,7.0,0.0,0.0,4.0,0.0,1.0,9.0,1.0,2.0,7.0,2.0,3.0,3.0,1.0,2.0,3.0,0.0,8.0,8142.0,0,1,0,2,0,7,7,0,2,0,0,1,0,6,0,9,13,0,0,0,0,3,0,4,0,0,1,0,5,0,0,2,0,8,0,3,10,0,5,0
