,yyyy,PerNo,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,畢業科系類別,眷屬量,通勤成本,歸屬部門
5783,2014,3536,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,1.0,6.0,0.0,0.0,3.0,13.0,2.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,5.0,6.0,1.0,3.0,1.0,4.0,1.0,3.0,0.0,8.0,13168.0
5784,2015,3536,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,2.0,1.0,11.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,1.0,4.0,1.0,4.0,1.0,3.0,0.0,8.0,13084.0
5785,2016,3536,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,1.0,13.0,2.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,7.0,1.0,4.0,2.0,4.0,1.0,3.0,0.0,8.0,13084.0
5786,2017,3536,0,1.0,1.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,1.0,6.0,0.0,0.0,1.0,13.0,1.0,1.0,1.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,7.0,1.0,4.0,2.0,4.0,1.0,3.0,0.0,8.0,13084.0
5787,2014,3538,0,0.0,1.0,2.0,14.0,6.0,1.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,1.0,0.0,5.0,12.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,1.0,1.0,1.0,7.0,8.0,4.0,9.0,1.0,4.0,4.0,0.0,0.0,3.0,0.0,8.0,14193.0
5788,2015,3538,0,0.0,1.0,2.0,14.0,6.0,1.0,0.0,0.0,0.0,0.0,20.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,3.0,2.0,8.0,0.0,0.0,1.0,1.0,2.0,7.0,1.0,4.0,9.0,1.0,4.0,4.0,0.0,0.0,3.0,1.0,8.0,14193.0
5789,2016,3538,0,0.0,1.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,4.0,10.0,1.0,4.0,4.0,0.0,0.0,3.0,1.0,8.0,14193.0
5790,2017,3538,0,0.0,1.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,1.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,2.0,10.0,0.0,0.0,2.0,1.0,2.0,4.0,1.0,4.0,10.0,1.0,4.0,4.0,0.0,0.0,3.0,1.0,8.0,14193.0
5791,2016,3540,0,0.0,2.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,5.0,1.0,11.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,7.0,1.0,2.0,1.0,0.0,0.0,5.0,9.0,5.0,6.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,11.0,20069.0
5792,2017,3540,0,0.0,2.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,5.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,7.0,5.0,6.0,1.0,0.0,0.0,5.0,10.0,5.0,6.0,2.0,3.0,1.0,4.0,2.0,3.0,1.0,11.0,20069.0
5793,2014,3541,0,0.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,5.0,0.0,0.0,1.0,11.0,0.0,0.0,3.0,4.0,10.0,0.0,0.0,1.0,0.0,1.0,9.0,7.0,2.0,8.0,1.0,5.0,4.0,1.0,1.0,3.0,2.0,8.0,16178.0
5794,2015,3541,0,0.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,1.0,5.0,0.0,0.0,2.0,17.0,0.0,0.0,3.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,5.0,8.0,2.0,8.0,1.0,5.0,4.0,1.0,1.0,3.0,2.0,8.0,16178.0
5795,2016,3541,0,0.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,1.0,1.0,5.0,1.0,0.0,3.0,19.0,0.0,0.0,4.0,5.0,8.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,2.0,8.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,8.0,16178.0
5796,2017,3541,0,0.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,5.0,0.0,0.0,2.0,12.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,9.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,8.0,16178.0
5797,2014,3546,0,1.0,1.0,4.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,11.0,10.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,8.0,1.0,3.0,2.0,2.0,2.0,8.0,2.0,8.0,14067.0
5798,2015,3546,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,8.0,1.0,3.0,2.0,2.0,2.0,8.0,2.0,8.0,14067.0
5799,2016,3546,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,3.0,8.0,1.0,3.0,2.0,2.0,2.0,8.0,2.0,8.0,14067.0
5800,2017,3546,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,9.0,1.0,3.0,3.0,2.0,2.0,8.0,2.0,8.0,14067.0
5801,2015,3549,0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,6.0,5.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,6.0,4.0,5.0,0.0,0.0,2.0,0.0,1.0,10.0,3.0,5.0,12.0,1.0,7.0,6.0,2.0,0.0,6.0,2.0,7.0,2197.0
5802,2016,3549,0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,4.0,5.0,0.0,0.0,2.0,0.0,1.0,10.0,9.0,2.0,12.0,1.0,7.0,6.0,2.0,0.0,6.0,2.0,7.0,2197.0
5803,2017,3549,0,1.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,2.0,12.0,1.0,7.0,6.0,2.0,0.0,6.0,2.0,7.0,2169.0
5804,2016,3550,1,1.0,1.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,9.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,8.0,20192.0
5805,2014,3551,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,6.0,6.0,1.0,0.0,2.0,3.0,1.0,0.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,8.0,5.0,11.0,1.0,7.0,7.0,0.0,1.0,8.0,2.0,8.0,13049.0
5806,2015,3551,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,3.0,6.0,0.0,0.0,3.0,4.0,1.0,0.0,4.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,5.0,12.0,1.0,7.0,7.0,0.0,1.0,8.0,0.0,8.0,13049.0
5807,2016,3551,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,1.0,6.0,0.0,0.0,1.0,5.0,1.0,0.0,4.0,3.0,6.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,5.0,12.0,1.0,7.0,7.0,0.0,1.0,8.0,1.0,8.0,13049.0
5808,2017,3551,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,5.0,2.0,6.0,2.0,0.0,1.0,3.0,1.0,0.0,5.0,1.0,6.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,5.0,12.0,1.0,7.0,7.0,0.0,1.0,8.0,1.0,8.0,13049.0
5809,2014,3552,0,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,1.0,1.0,10.0,1.0,4.0,7.0,1.0,3.0,2.0,3.0,1.0,9.0,1.0,8.0,17033.0
5810,2015,3552,0,1.0,1.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,1.0,1.0,1.0,10.0,1.0,5.0,7.0,1.0,3.0,2.0,3.0,1.0,9.0,1.0,8.0,17033.0
5811,2016,3552,0,1.0,1.0,3.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,4.0,6.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,8.0,1.0,3.0,2.0,3.0,1.0,9.0,1.0,8.0,17033.0
5812,2017,3552,0,1.0,1.0,3.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,2.0,6.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,5.0,8.0,1.0,4.0,2.0,3.0,1.0,9.0,1.0,8.0,17033.0
5813,2014,3556,0,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,2.0,6.0,1.0,0.0,6.0,5.0,6.0,0.0,0.0,1.0,0.0,3.0,1.0,7.0,5.0,11.0,2.0,6.0,4.0,4.0,1.0,8.0,0.0,13.0,14040.0
5814,2015,3556,0,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,4.0,1.0,0.0,6.0,1.0,7.0,0.0,0.0,1.0,0.0,2.0,2.0,8.0,5.0,11.0,2.0,6.0,4.0,4.0,1.0,8.0,0.0,13.0,14040.0
5815,2016,3556,0,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,3.0,1.0,0.0,6.0,3.0,6.0,0.0,0.0,1.0,0.0,2.0,2.0,8.0,5.0,12.0,2.0,7.0,4.0,4.0,1.0,8.0,0.0,13.0,14040.0
5816,2017,3556,0,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,2.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,7.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,5.0,12.0,2.0,7.0,5.0,4.0,1.0,8.0,0.0,13.0,14057.0
5817,2014,3558,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,3.0,17.0,0.0,0.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,2.0,8.0,2.0,5.0,4.0,1.0,1.0,8.0,1.0,8.0,8074.0
5818,2015,3558,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,2.0,17.0,0.0,0.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,2.0,9.0,2.0,5.0,5.0,1.0,1.0,8.0,1.0,8.0,8074.0
5819,2016,3558,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,34.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,8.0,2.0,9.0,2.0,5.0,5.0,1.0,1.0,8.0,1.0,8.0,8074.0
5820,2017,3558,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,4.0,6.0,0.0,0.0,1.0,29.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,2.0,9.0,2.0,5.0,5.0,1.0,1.0,8.0,0.0,8.0,8074.0
5821,2014,3559,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,3.0,0.0,3.0,5.0,10.0,2.0,5.0,1.0,3.0,3.0,0.0,0.0,6.0,2.0,8.0,14105.0
5822,2015,3559,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,2.0,0.0,3.0,5.0,7.0,2.0,5.0,1.0,3.0,3.0,0.0,0.0,6.0,2.0,8.0,14105.0
5823,2016,3559,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,6.0,2.0,8.0,14105.0
5824,2017,3559,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,6.0,0.0,0.0,2.0,0.0,2.0,5.0,10.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,6.0,2.0,8.0,14105.0
5825,2017,3561,0,0.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,2.0,0.0,3.0,4.0,1.0,1.0,1.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0,1.0,4.0,5.0,4.0,2.0,2.0,1.0,3.0,0.0,6.0,1.0,8.0,20071.0
5826,2017,3563,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,2.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,8.0,19135.0
5827,2014,3565,0,0.0,1.0,4.0,20.0,4.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,1.0,3.0,3.0,0.0,0.0,6.0,0.0,8.0,20019.0
5828,2014,3566,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,5.0,0.0,0.0,2.0,37.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,5.0,4.0,9.0,1.0,5.0,4.0,1.0,1.0,3.0,3.0,8.0,16178.0
5829,2015,3566,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,5.0,0.0,0.0,2.0,38.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,4.0,9.0,1.0,5.0,4.0,1.0,1.0,3.0,3.0,8.0,16178.0
5830,2016,3566,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,5.0,1.0,0.0,2.0,34.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,4.0,9.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,8.0,16178.0
5831,2017,3566,0,1.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,1.0,5.0,1.0,0.0,1.0,11.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,5.0,10.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,8.0,16178.0
5832,2014,3567,0,1.0,1.0,2.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,0.0,0.0,4.0,8.0,3.0,0.0,4.0,6.0,6.0,0.0,0.0,2.0,0.0,2.0,4.0,5.0,2.0,12.0,1.0,6.0,3.0,6.0,2.0,5.0,2.0,8.0,19138.0
5833,2015,3567,0,1.0,1.0,2.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,3.0,8.0,6.0,0.0,4.0,5.0,6.0,0.0,0.0,2.0,1.0,2.0,4.0,4.0,5.0,12.0,1.0,6.0,3.0,6.0,2.0,5.0,2.0,8.0,19138.0
5834,2016,3567,0,1.0,1.0,2.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,4.0,3.0,5.0,0.0,4.0,5.0,6.0,0.0,0.0,2.0,0.0,2.0,4.0,10.0,2.0,13.0,1.0,6.0,3.0,6.0,2.0,5.0,2.0,8.0,19138.0
5835,2017,3574,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,1.0,2.0,1.0,4.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,5.0,4.0,2.0,1.0,1.0,0.0,0.0,5.0,1.0,8.0,20208.0
5836,2014,3575,0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,3.0,5.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,2.0,10.0,1.0,5.0,4.0,2.0,1.0,2.0,3.0,8.0,2197.0
5837,2015,3575,0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,8.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,10.0,1.0,6.0,4.0,2.0,1.0,2.0,3.0,8.0,2197.0
5838,2016,3575,0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,10.0,1.0,6.0,5.0,2.0,1.0,2.0,2.0,8.0,2197.0
5839,2017,3575,0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,5.0,1.0,0.0,2.0,1.0,0.0,0.0,5.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,2.0,11.0,1.0,6.0,5.0,2.0,1.0,2.0,2.0,8.0,2177.0
5840,2014,3579,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,0.0,6.0,2.0,0.0,1.0,13.0,0.0,0.0,6.0,2.0,9.0,0.0,0.0,3.0,0.0,4.0,6.0,7.0,2.0,10.0,1.0,6.0,5.0,1.0,1.0,7.0,1.0,8.0,14048.0
5841,2015,3579,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,0.0,0.0,2.0,12.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,4.0,0.0,3.0,6.0,7.0,5.0,10.0,1.0,6.0,5.0,1.0,1.0,7.0,1.0,8.0,14048.0
5842,2016,3579,1,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,3.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,7.0,4.0,7.0,0.0,0.0,3.0,0.0,3.0,6.0,8.0,5.0,11.0,1.0,6.0,6.0,1.0,1.0,7.0,1.0,8.0,14048.0
5843,2014,3580,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,10.0,0.0,0.0,4.0,1.0,7.0,0.0,0.0,7.0,0.0,5.0,10.0,2.0,5.0,7.0,2.0,4.0,4.0,1.0,1.0,3.0,0.0,8.0,14040.0
5844,2015,3580,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,1.0,6.0,0.0,0.0,1.0,7.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,5.0,0.0,5.0,10.0,7.0,2.0,8.0,2.0,4.0,4.0,1.0,1.0,3.0,0.0,8.0,14040.0
5845,2016,3580,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,6.0,7.0,0.0,0.0,4.0,0.0,3.0,1.0,6.0,2.0,8.0,2.0,4.0,4.0,1.0,1.0,3.0,0.0,8.0,14053.0
5846,2017,3580,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,5.0,1.0,4.0,0.0,0.0,3.0,0.0,8.0,1.0,6.0,2.0,8.0,2.0,4.0,4.0,1.0,1.0,3.0,0.0,8.0,14160.0
5847,2016,3582,0,1.0,1.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,13.0,2.0,5.0,2.0,2.0,2.0,0.0,1.0,9.0,1.0,0.0,2.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,10.0,3.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,6.0,1.0,8.0,9132.0
5848,2017,3582,0,1.0,1.0,4.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,21.0,2.0,5.0,6.0,2.0,0.0,0.0,1.0,5.0,1.0,0.0,2.0,1.0,11.0,3.0,3.0,2.0,0.0,1.0,10.0,6.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,6.0,1.0,8.0,9132.0
5849,2014,3584,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,2.0,6.0,0.0,0.0,5.0,0.0,4.0,5.0,4.0,2.0,12.0,1.0,8.0,7.0,3.0,1.0,3.0,0.0,8.0,14053.0
5850,2015,3584,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,5.0,0.0,2.0,10.0,5.0,5.0,13.0,1.0,8.0,7.0,3.0,1.0,3.0,0.0,8.0,14053.0
5851,2015,3585,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,2.0,0.0,3.0,1.0,3.0,2.0,10.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,7.0,14195.0
5852,2016,3585,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,3.0,0.0,7.0,1.0,5.0,5.0,10.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,7.0,14195.0
5853,2017,3585,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,2.0,0.0,6.0,1.0,10.0,2.0,11.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,7.0,14057.0
5854,2014,3586,0,1.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,1.0,1.0,23.0,3.0,1.0,3.0,6.0,2.0,0.0,8.0,11.0,1.0,1.0,1.0,3.0,6.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,4.0,5.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0,8.0,13049.0
5855,2015,3586,0,1.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,1.0,1.0,22.0,2.0,1.0,5.0,6.0,2.0,0.0,1.0,9.0,1.0,0.0,1.0,2.0,8.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,4.0,5.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0,8.0,13049.0
5856,2016,3586,0,1.0,1.0,3.0,13.0,6.0,0.0,0.0,0.0,1.0,1.0,23.0,3.0,5.0,2.0,6.0,0.0,0.0,7.0,12.0,1.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,4.0,6.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0,8.0,13049.0
5857,2017,3586,1,1.0,1.0,3.0,13.0,4.0,0.0,0.0,0.0,1.0,1.0,23.0,3.0,1.0,2.0,6.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,4.0,6.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0,8.0,13159.0
5858,2015,3588,0,0.0,2.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,5.0,6.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,9.0,0.0,9.0,8117.0
